Canada,British Columbia,Victoria,Christopher Taylor,Victoria Surgery,"Breast Augmentation, Top Surgery"
Canada,Québec,Montreal,Eric Bensimon,,Facial Feminization (FFS)
Canada,Ontario,Mississauga,Giancarlo McEvenue,,Top Surgery
Canada,British Columbia,Victoria,Homan Cheng,,"Breast Augmentation, Top Surgery"
Canada,Ontario,Mississauga,Hugh McLean,Mclean Clinic,Top Surgery
Canada,Ontario,Toronto,J. Raymond Buncic,The Hospital for Sick Children,Facial Feminization (FFS)
Canada,British Columbia,Victoria,Jason Gray,Victoria Surgery,Top Surgery
Canada,New Brunswick,Moncton,Jayson Dool,Dool Plastic Surgery,Top Surgery
Canada,Ontario,Peterborough,Jennifer Klok,,Top Surgery
Canada,British Columbia,Victoria,Jennifer Robinson,Victoria Surgery,"Breast Augmentation, Top Surgery"
Canada,Alberta,Red Deer,Kirsten Westburg,,Top Surgery
Canada,British Columbia,Vancouver,Krista Genoway,"UBC Division of Plastic Surgery, Vancouver General Hospital","Breast Augmentation, Top Surgery"
Canada,Alberta,Edmonton,Lisa Korus,,Top Surgery
Canada,British Columbia,Richmond,Lorne Brown,,Top Surgery
Canada,Nova Scotia,Halifax,Louis Boileau,The Landings Surgical Centre,Top Surgery
Canada,Ontario,Toronto,Marc DuPere,Visage Clinic,"Body Sculpting, Breast Augmentation, Facial Feminization (FFS), Facial Masculinization, Top Surgery"
Canada,Ontario,Toronto,Marietta Zorn,Rouge Valley Centenary Hospital,Top Surgery
Canada,Ontario,Nepean,Marina Staszak-Suri,,Hysterectomy
Canada,Ontario,Ottawa,Mario Jarmuske,The Ottawa Hospita,Top Surgery
Canada,Alberta,Edmonton,Martin Giuffre,Plastic and Cosmetic Laser Surgical Centre at Meadowlark,Top Surgery
Canada,Québec,Montreal,Maud Belanger,GRS Montreal,"Breast Augmentation, Facial Feminization (FFS), Facial Masculinization, Metoidioplasty, Phalloplasty (GRS/SRS), Scrotoplasty (GRS/SRS), Top Surgery, Tracheal Shave"
Canada,British Columbia,Kamloops,Michael Jacoby,,Top Surgery
Canada,Ontario,Toronto,Mitch Brown,Toronto Plastic Surgery,Top Surgery
Canada,Ontario,Toronto,Peter Vlaovic,,Orchiectomy
Canada,Ontario,Thornhill,Philip Solomon,Nasal and Facial Cosmetic Surgery Clinic,"Facial Feminization (FFS), Tracheal Shave"
Canada,Québec,Montreal,Pierre Brassard,GRS Montreal,"Body Sculpting, Breast Augmentation, Orchiectomy, Tracheal Shave, Vaginoplasty (GRS/SRS), Voice Feminization Surgery (VFS), Vulvoplasty"
Canada,Manitoba,Winnipeg,Robert Turner,Aesthetic Solutions Winnipeg,Top Surgery
Canada,Alberta,Red Deer,Rodrigo Neira,,Top Surgery
Canada,British Columbia,Abbotsford,Shaun Tregoning,,Hysterectomy
Canada,Manitoba,Winnipeg,Stephanie Olivier,Health Sciences Centre,Top Surgery
Canada,Nova Scotia,Halifax,Steven Morris,,Top Surgery
Canada,Alberta,Calgary,Wayne R. Perron,,Top Surgery
Canada,Alberta,Calgary,William De Haas,Riverview Surgical Centre,Top Surgery
Chile,,Viña del Mar,Guillermo MacMillan,,"Phalloplasty (GRS/SRS), Vaginoplasty (GRS/SRS)"
China,,Shanghai,Ti-Sheng Chang,,Facial Feminization (FFS)
Taiwan,,Taipei,Yu-Ray Chen,,Facial Feminization (FFS)
Colombia,Atlántico,Barranquilla,Antonio Ballestas,Voice Feminization Colombia,Voice Feminization Surgery (VFS)
Colombia,,Bogotá,Carlos Gonzalez Legarda,,Body Sculpting
Colombia,Santander,Bucaramanga,Alvaro Enrique Rodríguez Álvarez,Bucaramanga Clinical Medical Center,Top Surgery
Czech Republic,,Brno,Ivan Justan,SurGal Clinic Premium,"Body Sculpting, Breast Augmentation, Facial Feminization (FFS), Phalloplasty (GRS/SRS)"
Czech Republic,,Brno,Jirí Veselý,"Masaryk University, Department of Plastic and Cosmetic Surgery","Breast Augmentation, Phalloplasty (GRS/SRS), Vaginoplasty (GRS/SRS)"
Czech Republic,,Plzen,Tomas Kydlicek,,Top Surgery
Dominican Republic,,Santo Domingo,Lopez Tallaj,Torre Profesional Corazones Unidos,Top Surgery
Ecuador,,Quito,Romuld Guerrero,,Facial Feminization (FFS)
Finland,,Helsinki,Timo Pakkanen,"Hospital Siluetti Keskuskatu 6, 8th Floor",Facial Feminization (FFS)
France,,Paris,Andre Visot,CMC FOCH,Facial Feminization (FFS)
France,,Lyon,André Bouillot,Clinique Charcot,Top Surgery
France,,Marseille,Anne-Sophie Perchenet,Hôpital de la Conception,Top Surgery
France,,Paris,Armand Hotimsky,,Top Surgery
France,Occitanie,Toulouse,Benoit Coustal,Clinique Croix st Michel,Top Surgery
France,Auvergne-Rhône-Alpes,Grenoble,Bernard Raphael,Serv. Chir. Plastique et Maxillo-faciale,Facial Feminization (FFS)
France,,Paris,Daniel Marchac,,Facial Feminization (FFS)
France,Provence,Avignon,Dominique Nivesse,,Top Surgery
France,,Paris,Dominique Renier,"Service Neurochirurgie, Hospital Necker-Enfants Malades",Facial Feminization (FFS)
France,Grand Est,cy,Eric Allamagny,,Facial Feminization (FFS)
France,,Paris,Eric Arnaud,"130 Rue de la Pompe, Paris, 75116, FR",Facial Feminization (FFS)
France,,Paris,Foued Hamza,"90 avenue de Villiers, 75017, Paris, FR",Facial Feminization (FFS)
France,,Paris,Francois Desgrandchamps,"Hospital Sant Louis, 1, avenue Claude Vellefaux, Paris, 75010, FR",Phalloplasty (GRS/SRS)
France,Occitanie,Toulouse,François Longuet,Cliniques Ambroise Paré,Top Surgery
France,,Paris,Jean-Philippe Binder,Cabinet 6,Phalloplasty (GRS/SRS)
France,,Paris,Marc Divaris,,Facial Feminization (FFS)
France,,Paris,Marc Revol,Hôpital Saint Louis,"Breast Augmentation, Vaginoplasty (GRS/SRS)"
France,,Montpellier,Meziane Jaafar,Clinique du Parc,Top Surgery
France,Meurthe-et-Moselle ,Saint-Max,Michel Stricker,,Facial Feminization (FFS)
France,,Montpellier,Mousbeh Ziad,Hôpital St Eloi,Top Surgery
France,,Lyon,Nicolas Morel-Journel,Hôpital Henry Gabrielle,"Metoidioplasty, Phalloplasty (GRS/SRS), Vaginoplasty (GRS/SRS)"
France,Grand Est,cy,Nordine Benyacoub,,Facial Feminization (FFS)
France,,Paris,Patrick A. Diner,Maison de Sante des Soeurs,Facial Feminization (FFS)
France,,Paris,Patrick Bui,,Facial Feminization (FFS)
Belgium,,Bruges,Peter Myny,Kliniek De Baronie,Top Surgery
France,Hauts-de-France,Lille,Phillippe Pellerin,"Centre Hospitalier Universitaire, Service de Chirurgie Plastique",Facial Feminization (FFS)
France,,Montpellier,Sophie Domergues,Polyclinique St. Roch,Top Surgery
France,,Bordeaux,Vincent Casoli,Centre Hospitalier Universitaire (CHU) de Bordeaux,Phalloplasty (GRS/SRS)
France,,Paris,Xavier Lachiver,,Facial Feminization (FFS)
France,,Paris,Yvon Raulo,Hospital Henri Mondo,Facial Feminization (FFS)
Germany,,Hamburg,Andree Faridi,,Top Surgery
Germany,,München (Munich),Bernhard Liedl,Chirurgische Klinik München-Bogenhausen,Phalloplasty (GRS/SRS)
Germany,,Frankfurt,Cornelius Klein,,Facial Feminization (FFS)
Germany,Bavaria,Erding,Cvetan Taskov,,"Labiaplasty (GRS/SRS), Phalloplasty (GRS/SRS), Top Surgery, Vaginoplasty (GRS/SRS)"
Germany,,Göttingen,Hans-Georg Luhr,Department of Maxillofacial Surgery,Facial Feminization (FFS)
Germany,,Giessen,Hans-Peter Howaldt,,Facial Feminization (FFS)
Germany,,Essen,Jochen Hess,,Vaginoplasty (GRS/SRS)
Germany,,München (Munich),Juergen Schaff,,"Breast Augmentation, Glansplasty, Hysterectomy, Orchiectomy, Phalloplasty (GRS/SRS), Scrotoplasty (GRS/SRS), Top Surgery, Urethroplasty, Vaginectomy, Vaginoplasty (GRS/SRS)"
Germany,,Berlin,Jutta Krocker,Sana Klinikum Lichtenberg,"Hysterectomy, Top Surgery"
Germany,,Frankfurt,Klaus Exner,Plastic Surgery Frankfurt,Phalloplasty (GRS/SRS)
Germany,,Frankfurt,Laszlo Szalay,,Top Surgery
Germany,,Frankfurt,Markus Krankenhaus,Agaplesion Markus Hospital,Top Surgery
Germany,,Berlin,Michael Krueger,,Phalloplasty (GRS/SRS)
Germany,,Frankfurt,Michael Sohn,St. Markus Krankenhaus,Phalloplasty (GRS/SRS)
Germany,,München (Munich),Oliver Philipp Markovsky,,Vaginoplasty (GRS/SRS)
Germany,,Troisdorf,Robert Kampmann,"St. Josef Hospital Troisdorf, Hospital Strasse 45","Hysterectomy, Top Surgery"
Germany,,München (Munich),Susanne Morath,,"Phalloplasty (GRS/SRS), Vaginoplasty (GRS/SRS), Facial Feminization (FFS)"
Germany,,Hamburg,Tobias S. Pottek,,"Penile Implant (GRS/SRS), Phalloplasty (GRS/SRS)"
Germany,,Troisdorf,Ute Ebert,"St. Josef Hospital Troisdorf, Hospital Strasse 45",Top Surgery
Germany,,Hamburg,Wolf J. Holtje,"University Medical Centre, Max-Fac",Facial Feminization (FFS)
Germany,,München (Munich),Wolfgang Muhlbauer,"Department of Plastic Surgery, München Klinik Bogenhausen",Facial Feminization (FFS)
UK,England,Brighton,Andrew Yelland,Nuffield Health Brighton Hospital,"Breast Augmentation, Top Surgery"
UK,England,London,Barry M. Jones,,Facial Feminization (FFS)
UK,England,Manchester,Brian T. Musgrove,University Teaching Hospital of Central Manchester,Facial Feminization (FFS)
UK,England,London,Caroline Mills,"Simply Better Transgender, The London Welbeck Hospital","Body Sculpting, Breast Augmentation, Facial Feminization (FFS), Top Surgery"
UK,England,London,Catherine Milroy,St. George's Hospital,Top Surgery
UK,England,London,Christopher Inglefield,London Bridge Plastic Surgery,"Body Sculpting, Breast Augmentation, Facial Feminization (FFS), Facial Masculinization, Top Surgery, Vaginoplasty (GRS/SRS)"
UK,England,London,Dai Davies,"Simply Better Transgender, The London Welbeck Hospital","Body Sculpting, Breast Augmentation, Facial Feminization (FFS), Top Surgery"
UK,England,London,David James Dunaway,,Facial Feminization (FFS)
UK,Scotland,Glasgow,David Koppel,BMI Ross Hall Hospital,Facial Feminization (FFS)
UK,England,London,David Ralph,St Peter's Andrology Centre,"Metoidioplasty, Phalloplasty (GRS/SRS), Top Surgery"
UK,England,Manchester,Grit Dabritz,North Manchester General Hospita,Top Surgery
UK,England,Worchester,Guy Sterne,Spire South Bank Hospital,Top Surgery
UK,England,London,James Bellringer,,Vaginoplasty (GRS/SRS)
UK,England,Cheltenham,James Bristol,Nuffield Hospital,Top Surgery
UK,England,London,James Dalrymple,,Vaginoplasty (GRS/SRS)
UK,England,Manchester,Janet Walls,North Manchester General Hospital,Top Surgery
UK,England,East Grinstead,Ken Sneddon,McIndoe Surgical Centre,Facial Feminization (FFS)
UK,England,Plymouth,L. Harris,"Sub-Regional Plastic Surgery and Burns Unit, Derriford Hospital","Phalloplasty (GRS/SRS), Top Surgery"
UK,England,London,Lena Andersson,,Top Surgery
UK,Wales,Swansea,Mark Cooper,Sancta Maria Hospital,Top Surgery
UK,England,Hove,Michael Royle,,Vaginoplasty (GRS/SRS)
UK,England,London,Miles Berry,"Simply Better Transgender, The London Welbeck Hospital","Body Sculpting, Breast Augmentation, Facial Feminization (FFS), Top Surgery"
UK,England,London,Nick J. Percival,"Cosmetic Surgery Partners, The London Welbeck Hospital","Breast Augmentation, Facial Feminization (FFS), Top Surgery"
UK,England,London,Nim Christopher,St Peter's Andrology Centre,"Metoidioplasty, Phalloplasty (GRS/SRS), Top Surgery"
UK,England,London,Norman Waterhouse,"Chelsea and Westminster Hospital, Craniofacial Unit",Facial Feminization (FFS)
UK,England,Leeds,Oliver Fenton,Methley Park Hospital,"Facial Feminization (FFS), Facial Masculinization, Top Surgery"
UK,England,Hull,Peter Kneeshaw,Spire Hull and East Riding Hospital,"Breast Augmentation, Top Surgery"
UK,England,Cornwall,Phil Drew,Duchy Hospital,Top Surgery
UK,England,Brighton,Phil Thomas,Nuffield Health Brighton Hospital,Vaginoplasty (GRS/SRS)
UK,England,Plymouth,Robert Morris,,Top Surgery
UK,England,Norwich,Rozina Ali,Norfolk and Norwich Hospital,Top Surgery
UK,England,London,Stephen Hamilton,Hospital of St. John & St. Elizabeth,Top Surgery
UK,England,Oxford,Steven Wall,"Oxford Craniofacial Unit, Radcliffe Infirmary",Facial Feminization (FFS)
UK,England,Leicester,Timothy Terry,Leicester General Hospital,"Orchiectomy, Vaginoplasty (GRS/SRS)"
UK,England,Manchester,Damir Kosutic,The Christie Clinic,Phalloplasty (GRS/SRS)
UK,England,Brighton,Charles Coker,,"Breast Augmentation, Buttock Augmentation, Facial Feminization (FFS), Hysterectomy, Phalloplasty (GRS/SRS), Top Surgery, Tracheal Shave, Vaginoplasty (GRS/SRS), Voice Feminization Surgery (VFS)"
UK,England,Brighton,Keith Altman,,Facial Feminization (FFS)
UK,England,London,Roland Morely,,"Body Sculpting, Breast Augmentation, Hair Grafting, Top Surgery"
UK ,England,London,Tina Rashid,,"Facial Feminization (FFS), Facial Masculinization, Phalloplasty (GRS/SRS), Top Surgery, Vaginoplasty (GRS/SRS)"
Greece,,Athens,Alexander C. Stratoudakis,,"Breast Augmentation, Hair Grafting, Top Surgery"
India,Delhi,New Delhi,Charu Sharma,Gorzeous Looks Cosmetic Centre,"Body Sculpting, Breast Augmentation, Facial Feminization (FFS), Hysterectomy, Metoidioplasty, Penile Implant (GRS/SRS), Phalloplasty (GRS/SRS), Top Surgery, Urethroplasty, Vaginoplasty (GRS/SRS)"
India,Maharashtra,Mumbai,Gurvinder Kalra,Lokmanya Tilak Municipal General Hospital,"Breast Augmentation, Buttock Augmentation, Facial Feminization (FFS), Hysterectomy, Phalloplasty (GRS/SRS), Top Surgery, Voice Feminization Surgery (VFS)"
India,Karnataka,Bangalore,Kishore Babu Pentyala,New You Cosmetic Clinic,"Breast Augmentation, Phalloplasty (GRS/SRS), Top Surgery, Vaginoplasty (GRS/SRS)"
India,Tamil Nadu,Chennai,L. Ramakrish,SAATHII Chenna,Top Surgery
India,Delhi,New Delhi,Manohar Lal Sharma,,"Body Sculpting, Breast Augmentation, Buttock Augmentation, Clitoroplasty, Facial Feminization (FFS), Facial Masculinization, Glansplasty, Hair Grafting, Hysterectomy, Labiaplasty (GRS/SRS), Metoidioplasty, Orchiectomy, Penile Implant (GRS/SRS), Phalloplasty (GRS/SRS), Reconstructive Urology, Scrotoplasty (GRS/SRS), Top Surgery, Urethroplasty, Vaginectomy, Vaginoplasty (GRS/SRS)"
India,Delhi,New Delhi,Manoj Khanna,Enhance Clinics,"Hair Grafting, Hair Transplantation"
India,Delhi,New Delhi,Narendra Kaushik,Olmec The Transgender Surgery Institute,Top Surgery
India,Gujarat,Ahmedabad,P.K. Bilwani,"Gujarat Burns Hospital, Nava Vadaj Road, Ahmedabad, Gujarat, 380013, IN","Breast Augmentation, Hysterectomy, Metoidioplasty, Phalloplasty (GRS/SRS), Top Surgery, Vaginoplasty (GRS/SRS)"
India,Delhi,New Delhi,P.K.Talwar,"34, Greater Kailash I, Delhi, IN","Metoidioplasty, Penile Implant (GRS/SRS), Phalloplasty (GRS/SRS), Top Surgery, Urethroplasty, Vaginoplasty (GRS/SRS)"
India,Maharashtra,Mumbai,Parag Telang,Designer Bodyz,"Phalloplasty (GRS/SRS), Vaginoplasty (GRS/SRS)"
India,Telangana,Hyderabad,Prapul Chandra,Concept Cosmetic Surgery & Laser Centre,"Body Sculpting, Breast Augmentation, Top Surgery"
India,Delhi,New Delhi,Rajat Gupta,Sushma Plastic and Cosmetic Surgery Clinic,"Phalloplasty (GRS/SRS), Top Surgery"
India,Delhi,New Delhi,Rajeev B. Ahuja,Lok Nayak Hospital,Top Surgery
India,Haryana,Gurgaon,Rakesh K. Khazanchi,"Medanta-The Medicity, Sector 38, Gurgaon, Haryana, IN",Top Surgery
India,Delhi,New Delhi,Richie Gupta,,Vaginoplasty (GRS/SRS)
India,Delhi,New Delhi,S.S. Sethi,,"Metoidioplasty, Top Surgery"
India,Haryana,Gurgaon,S.V. Kotwal,Artemis Hospita,Vaginoplasty (GRS/SRS)
India,Maharashtra,Mumbai,Sanjay Pandey,GRS India,"Vaginoplasty (GRS/SRS), Phalloplasty (GRS/SRS)"
India,Bengal,Kolkata ,Sheila Rohatgi,Calcutta Aesthetic Surgery Clinic,"Facial Masculinization, Top Surgery"
India,Tamil Nadu,Chennai,Shivaram Bharadwaj,Apollo Hospital,Facial Feminization (FFS)
India,Telangana,Hyderabad,Sudhakar Krishnamurti,"Andromeda Andrology Center, First Floor","Vaginoplasty (GRS/SRS), Phalloplasty (GRS/SRS), Facial Feminization (FFS), Top Surgery"
India,Delhi,New Delhi,Suresh Gupta,Rajdhani Enclave,Facial Feminization (FFS)
India,Maharashtra,Mumbai,heeraj Kapoor,Lokhandwala Complex,Facial Feminization (FFS)
Iran,,Tehran,Kamal Seyed Forootan,,Phalloplasty (GRS/SRS)
Iran,,Tehran,Shahryar Cohanzad,,Top Surgery
Israel,,Tel Aviv,Alan Ziran,Shaba Medical Center,Top Surgery
Israel,,Tel Aviv,Alon Liran,,Metoidioplasty
Israel,,Tel Aviv,Ran Talisman,,Facial Feminization (FFS)
Italy,Emilia-Romagna ,Bologna ,Alberto  Bianchi,"Ospedale Bellaria, Department of Maxillofacial Surgery",Facial Feminization (FFS)
Italy,Friuli Venezia Giulia,Trieste,Carlo Trombetta,,Facial Feminization (FFS)
Italy,,Milano,Ernesto P. Caronni,,Top Surgery
Italy,Emilia-Romagna ,Ferrara,Luigi Clauser,"St. Anna Hospital, Department CranioMaxilloFacial Surgery","Body Sculpting, Breast Augmentation, Clitoroplasty, Glansplasty, Labiaplasty (GRS/SRS), Phalloplasty (GRS/SRS), Top Surgery, Vaginectomy"
Italy,,Rome,Nicola Felici,Casa di Cura Pio,Facial Feminization (FFS)
Italy,,Rome,Nicola Standoli,Clinica Valle Giulia,Facial Feminization (FFS)
Italy,Emilia-Romagna ,Bologna ,Pietro Panettiere,PoliambulatorioPrivato,Facial Feminization (FFS)
Japan,Tokyo,Tokyo,Ako Takamatsu,Saitama Medical University,Facial Feminization (FFS)
Japan,Osaka,Osaka,Hiroshi Kamiishi,Kindai University School of Medicine,Facial Feminization (FFS)
Japan,Nara,Nara,Keisuke Imai,,Phalloplasty (GRS/SRS)
Japan,Tokyo,Tokyo,Kitaro Ohmori,"Department Plastic & Reconstructive Surgery, Metropolitan Police Hospital",Facial Feminization (FFS)
Japan,Kanagawa,kamakura,Masayuki Takanashi,,Facial Feminization (FFS)
Japan,Osaka,Osaka,Sachihiko Okuno,Okuno Hospital Gender Clinic,Top Surgery
Japan,Iwate Prefecture,Morioka,Seiichiro Kobayashi,Iwate Medical University,Facial Feminization (FFS)
Japan,Osaka,Osaka,Shigeo Kyutoku,"Department Plastic Surgery, Kansai Medical University",Facial Feminization (FFS)
Japan,Tokyo,Tokyo,Shinichi Hirabayashi,,"Labiaplasty (GRS/SRS), Metoidioplasty, Orchiectomy, Vaginoplasty (GRS/SRS)"
Japan,Tokyo,Tokyo,Tanetaka Akizuki,"Department of Plastic & Reconstructive Surgery, Tokyo Metropolitan Police Hospital",Facial Feminization (FFS)
Japan,Tochigi,Shimotsuke,Yasushi Sugawara,Jichi Medical Schoo,Facial Feminization (FFS)
Japan,Okayama,Tsushimanaka,Yuzaburo Namba,Okayama University Hospital,Facial Feminization (FFS)
Lebanon,,Beirut,Nabil Hokayem,Hotel Dieu De France Hospital,Facial Feminization (FFS)
Luxembourg,,Luxembourg,Pierre Sibille,,"Metoidioplasty, Phalloplasty (GRS/SRS)"
